ID,Name,Nationality,BeginDate,EndDate,Gender
9506,"Blenko Glass Co., Inc., Milton, WV",American,1893,1963,female
805,Gustav A. Brown,American,1908,1951,male
9519,"Shoe Form Co., Inc., Utility Box Div., Auburn, NY",American,1878,1973,male
6544,Marco Zanuso,Italian,1916,2001,male
96,Anni Albers,American,1899,1994,female
1671,Charles Eames,American,1907,1978,male
772,Charles D. Briddell,American,1925,1990,male
931,"P. E. Camerer, St. Paul, MN",American,1872,1970,male
3033,Kayserzinn Workshop,German,1744,1765,female
4267,Greta Von Nessen,American,1898,1978,female
4364,Shuichi Obata,Japanese,1932,1995,male
1207,Edward Condak,American,1900,1974,male
5118,Asao Sakamoto,Japanese,1950,2025,male
9339,"Coors Porcelain Co., Golden, CO",American,1910,1977,female
5168,Timo Sarpaneva,Finnish,1926,2006,male
9562,"Imperial Glass Corp., Bellaire, OH",American,1706,1785,female
6208,Wilhelm Wagenfeld,German,1900,1990,male
6282,Hans Wegner,Danish,1914,2007,male
2402,Lurelle Guild,American,1898,1986,male
8419,Akihiro Kaneko,Japanese,1961,2013,male
9569,"Kensington, Inc., New Kensington, PA",American,1889,1959,female
8420,Yoshihiro Kimura,Japanese,1947,1969,male
5675,Gunta Stolzl,Swiss,1897,1983,female
8421,Osamu Mita,Japanese,1932,2007,male
34310,William J. Russell,American,1947,1994,male
8422,Keiji Otani,Japanese,1967,2017,male
2709,Frank Graham Holmes,American,1878,1954,male
4669,Flavio Poli,Italian,1900,1984,male
9581,"Sakase Adtech Co., Fukui, Japan",Japanese,1759,1806,male
7045,Reiko Sudo,Japanese,1953,2012,female
7360,Ellen Siegel,American,1872,1899,female
6304,W. Archibald Welden,American,1900,1970,male
9585,"Urase Co., Ltd., Fukui, Japan",Japanese,1986,2077,female
2953,Dora Jung,Finnish,1906,1980,female
7505,Koichi Yoshimura,Japanese,1940,2011,male
1711,Harold Elberg,American,1762,1834,male
2631,Sheila Hicks,American,1934,1967,female
5197,Carlo Scarpa,Italian,1906,1978,male
5434,Silverman,American,1854,1934,non-binary
1844,Frances Felten,American,1905,1976,female
5876,Louis Comfort Tiffany,American,1848,1933,male
5814,Lenore Tawney,American,1907,2007,female
2058,Emile Galle,French,1846,1904,male
5587,A. H. Staf,American,1865,1925,male
7445,Johann Loetz,American,1848,1933,male
2448,Karl Hagenauer,Austrian,1898,1956,male
2487,Harry Handler,American,1858,1913,male
9609,"Harvill Corp., Los Angeles, CA",American,1937,1977,male
2562,Jack Heaney,American,1958,2051,male
45346,John R. Carroll,American,1892,1958,male
2571,Jon Hedu,American,1914,1995,male
436,Hedda Beese,German,1944,2027,female
1180,Luigi Colani,German,1928,2026,male
9629,"G.M. Thurnauer Co., Czechoslovakia",Czech,1746,1835,male
238,Carl Aubock,Austrian,1924,1993,male
3112,Yasuhiro Kira,Japanese,1947,2046,male
7044,Junichi Arai,Japanese,1932,2017,male
9678,"Liberty & Co., Ltd., London",Romanian,1875,1927,male
7210,Shiro Kuramata,Japanese,1934,1991,male
4250,"NEC Design, Ltd.",Japanese,1971,2017,non-binary
2096,Antoni Gaudi,Spanish,1852,1926,male
4316,Marcello Nizzoli,Italian,1887,1969,male
7512,Edward William Godwin,British,1833,1886,male
4780,Michael Rabinowitz,British,1736,1831,male
2720,Goran Hongell,Finnish,1902,1973,male
2407,Hector Guimard,French,1867,1942,male
5032,Ed Rossbach,American,1914,2002,male
6013,Unknown Designer,French,1789,1862,female
7425,William Lescaze,American,1896,1969,male
5891,Charles S. Todd,American,1885,1950,male
9677,"Lohmann GmbH and Co., Neuwield, Germany",German,1792,1818,male
6244,John D. Wareham,American,1871,1954,male
4918,Richard Riemerschmid,German,1868,1957,male
7507,Eiji Miyamoto,Japanese,1948,2002,male
9693,"Karlsson & Nilsson, Sweden",Swedish,1851,1922,non-binary
5911,William N. Touzani,Moroccan,1954,2005,male
7513,Harry J. Powell,British,1855,1922,male
5617,Vernon P. Steele,American,1713,1759,male
5162,Richard Sapper,German,1932,2015,male
6958,Stephen Armellino,American,1955,1989,male
7510,Ritva Puotila,Finnish,1935,1972,female
6959,Les Broersma,American,1799,1821,male
9712,"N.V. Schlegel S.A., Gistel, Belgium",Belgian,1902,1943,non-binary
7077,Gustav Stickley,American,1858,1942,male
830,Robert Brunner,American,1958,2005,male
9724,"Lalance & Grosjean Mfg. Co., Woodhaven, NY",American,1868,1959,female
6960,John R. Morgan,American,1772,1818,male
4523,Tony Paul,American,1761,1860,male
6452,Edward Wormley,American,1907,1995,male
3372,Ed E. Langbein,American,1773,1855,male
1092,Norman Cherner,American,1920,1960,male
97,Josef Albers,American,1888,1976,male
6518,Arthur Young,American,1905,1995,male
4782,Ernest Race,British,1913,1964,male
7514,Tomoyuki Sugiyama,Japanese,1954,2048,male
4967,T. H. Robsjohn-Gibbings,American,1905,1976,male
9755,"Toray Industries, Inc., Tokyo",Japanese,1926,1987,male
3541,Ernst Lichtblau,American,1883,1963,male
2609,Erik Herløw,Danish,1913,1991,male
1236,Andries Dirk Copier,Dutch,1901,1991,male
1494,Reynolds G. Dennis,American,1836,1911,male
74896,Unknown designer,Coptic,1781,1873,female
9765,"Andre Giraud & Brousseau, Limoges, France",French,1701,1778,non-binary
5696,Jonathan W. Strong,American,1833,1867,male
6409,Tapio Wirkkala,Finnish,1915,1985,male
6356,Metall-Arbeit Wiener Werkstatte,Austrian,1979,2030,non-binary
440,John Behringer,American,1939,2017,male
7448,Rodolfo Bretzel,Italian,1966,1995,male
7506,Yamazaki Vellodo Co. Ltd.,Japanese,1965,2059,female
9775,"McDonnell Aircraft Corp., St. Louis, MO",American,1939,2016,non-binary
160,Karin Schou Andersen,Danish,1953,2033,female
7449,Thomas Eriksson,Swedish,1959,2021,male
74897,Unknown designer,Persian,1942,2001,non-binary
4115,Don Mortrude,American,1954,2033,male
2334,Hermann Gretsch,German,1895,1950,male
9784,"Alsterfors, Sweden",Swedish,1788,1809,male
6490,Sori Yanagi,Japanese,1915,2011,male
1696,Hans Eichenberger,Swiss,1926,2013,male
5002,Benedikt Rohner,Swiss,1905,1944,male
9179,"American Optical Corp., Southbridge, MA",American,1850,1945,non-binary
5661,Rex A. Stevens,American,1776,1833,male
3671,Charles Rennie Mackintosh,British,1868,1928,male
4309,Bruno Ninaber Van Eyben,Dutch,1950,2015,male
9822,"Almo, New York",American,1911,1996,non-binary
4922,Gerrit Rietveld,Dutch,1888,1964,male
9830,"Collins Company, Collinsville, CT",American,1826,1871,non-binary
9832,"Swift & Anderson, Inc., Boston, MA",American,1926,1965,male
9835,"Sylvania Electric Products, Inc., New York, NY",American,1783,1820,female
4564,Charlotte Perriand,French,1903,1999,female
9845,"Canon, Inc., Japan",Japanese,1947,2045,male
7062,Peter Karpf,Danish,1940,1985,male
22701,Olga De Amaral,Colombian,1932,1989,female
4119,Koloman Moser,Austrian,1868,1918,male
7064,Rolf Kothrade,German,1946,1985,male
5431,Rex (Reginald C.) Silver,British,1879,1965,male
7065,Kyoko Kumai,Japanese,1943,1965,female
6943,David Lewis,British,1939,2011,male
3032,J. P. Kayser Sohn,German,1814,1885,female
6942,Hiroaki Kozu,Japanese,1959,1992,male
9682,"Daum Freres, Nancy, France",French,1875,1947,male
9880,"Cravell, Inc., Long Island, NY",American,1978,2001,non-binary
6944,Steve McGugan,American,1960,2026,male
6613,Antti Nurmesniemi,Finnish,1927,2003,male
39361,Gloria Caranica,American,1931,1968,male
9259,"Ekco Products Co., Chicago, IL",American,1888,1945,male
4674,Dean Pollock,American,1897,1971,male
9887,"A.L. Hirsch & Co., New York, NY",American,1802,1885,male
9889,"Viking Glass Co., New Martinsville, WV",Azerbaijani,1942,2025,non-binary
6268,Henning Watterston,American,1916,2009,male
2512,Kate Harris,British,1865,1964,female
6284,Svend Weihrauch,Danish,1899,1962,male
9917,"Louisville Tackle Co., Louisville, KY",American,1920,1941,non-binary
26601,Gerhard Behrend,Bosnian,1842,1899,male
9941,"Nybro, Sweden",Swedish,1902,1954,female
9951,"The Yale & Towne Mfg. Co., Stamford, CT",American,1777,1797,male
418,Leslie Beaton,American,1806,1861,female
9953,"American Steel & Wire Co., Worcester, MA",American,1898,1970,non-binary
9954,Telex Electro Acoustic Division,Emirati,1937,1975,non-binary
9958,"Aluminum Company of America, Pittsburgh, Pennsylvania",American,1888,1985,male
6556,Eva Zeisel,American,1906,2011,female
387,Bauhaus,German,1897,1986,male
2598,"Henry Disston & Sons, Inc.",American,1840,1865,non-binary
6014,Unknown Designer,German,1771,1871,male
3002,"Karhula-Iitala, company design",Finnish,1996,2089,male
7991,Franco Albini,Italian,1905,1977,male
9971,"Warehouse Point Co., Warehouse Point, CT",American,1963,2013,non-binary
9972,"Hemco Plastics Div. of Bryant Electrical Co., Bridgeport, CT",American,1728,1750,non-binary
9973,Eliot Noyes and Associates,American,1862,1893,female
36,Eero Aarnio,Finnish,1932,2030,male
639,Olaf von Bohr,Austrian,1927,2004,male
4156,Peter Muller-Munk,American,1904,1967,male
9191,"C. Hugo Pott, Solingen, Germany",Native American,1920,1948,male
7451,Vincent de Rijk,Dutch,1962,2037,male
3123,Poul Kjærholm,Danish,1929,1980,male
26470,Alejandro Ruiz,Argentine,1958,2033,male
4580,Trude Petri-Raben,American,1906,1998,female
7249,Alice von Pechmann,American,1906,1963,female
2462,Bob Hall,American,1951,1979,male
4596,Peter Pfisterer,American,1907,1963,male
10016,"Intel Corporation, Santa Clara, CA",American,1968,2015,male
3860,Paul Mayen,American,1918,2000,male
7395,The Stanley Works,American,1843,1928,non-binary
3004,Wolf Karnagel,German,1940,2000,male
3316,Rainer Kuschall,Swiss,1947,2024,male
3350,Thomas Lamb,American,1898,1988,male
3735,Russell Manoy,British,1945,1995,male
2509,Irving Harper,American,1916,2015,male
3854,Ingo Maurer,German,1932,1965,male
5103,Eero Saarinen,American,1910,1961,male
7194,Harry V. Cremonese,American,1939,2017,male
5217,M. Schimmel,Nationality unknown,1822,1899,female
4130,Edward Moulthrop,American,1916,1939,male
6389,Michael Wilson,American,1947,2020,male
4287,Billie Newmarch,American,1928,2006,male
10044,"Brown & Sharpe Mfg. Co., Providence, RI",American,1833,1919,male
10045,"West Bend Aluminum Co., Wisconsin",French,1911,1954,non-binary
7995,Michel Bufet,French,1798,1835,male
10065,"International Silver Co., Meriden, CT",Salvadoran,1808,1895,non-binary
69,Allan Adler,American,1916,2002,male
2252,Arshile Gorky,American,1904,1948,male
5444,Iain Sinclair,British,1943,2038,male
1813,Hermann Fauser,German,1874,1947,male
1616,Christopher Dresser,British,1834,1904,male
98,Beatrice Albert,American,1744,1822,female
1964,Mercedes Franchini,Italian,1895,1920,male
10082,"Anchor Tool Co., USA",American,1750,1822,non-binary
1951,Mariano Fortuny Y Madrazo,Spanish,1871,1949,male
3595,Adolph Loos,Austrian,1870,1933,male
10092,"Eugene Dietzgen Company, New York, NY",American,1772,1806,female
10093,Victor Tool Co.,American,1949,2035,non-binary
3685,Romeo Maestri,Italian,1994,2024,male
7999,Marc Newson,Australian,1963,2046,male
10105,Hutzler Manufacturing Co.,American,1938,2033,female
10106,"Wecolite Co., New York, NY",American,1889,1917,non-binary
9239,"Eimer & Amend, New York, NY",American,1783,1855,female
9345,"Allgemeine Elektricitats Gesellschaft (A.E.G.), Germany",German,1883,1956,female
8000,Johannes Potente,German,1908,1987,male
559,Max Bill,Swiss,1908,1994,male
1875,Harvey J. Finison,American,1916,1986,male
6394,Sven Wingquist,Swedish,1876,1953,male
7227,"Unknown Designer, Chinese",Chinese,1872,1927,non-binary
1768,Alex J. Ettl,American,1898,1992,male
4268,Walter Von Nessen,American,1889,1943,male
7982,Jean Prouve,French,1901,1984,male
10118,"Federal Tool Co., Inc., Springfield, MA",American,1921,1975,male
10117,"Jernbolaget, Eskilstuna, Sweden",Palestinian,1868,1958,female
8001,Jhoon Rhee,American,1932,2024,male
10121,"Scovill Mfg. Co., Plumbers Brass Goods Div., Waterbury, CT",American,1802,1846,female
2949,Finn Juhl,Danish,1912,1989,male
8002,Paul Schudel,Dutch,1951,1995,male
6017,Unknown Designer,Mexican,1929,1999,non-binary
4915,Lucie Rie,British,1902,1995,female
2872,James J. Jacobson,American,1932,2022,male
7312,Charles O. Perry,American,1929,2011,male
3191,Oskar Kogoj,Yugoslav,1942,2029,male
119,Harry Allen,American,1964,2004,male
10133,"Goodell Co., Antrim, NH",American,1884,1956,female
270,Olof Backman,Swedish,1899,1970,male
10113,"S.K.F. Industries, Inc., Hartford, CT",American,1712,1790,male
2261,W. T. Gossard,American,1837,1909,male
10148,"Compagnie des Cristalleries de Baccarat, Paris, France",French,1765,1799,male
10149,"The L.S. Starrett Co., Athol, MA",American,1880,1907,male
7206,"Bell Laboratories, company design",American,1974,2049,male
8005,Sebastian Bergne,British,1966,2015,male
2715,Friedl Holzer-Kjellberg,Finnish,1905,1993,male
6299,Susan Weitzman,American,1723,1746,female
10157,"BioMechanical Composites, CA",American,1952,2017,male
6015,Unknown Designer,Dutch,1986,2064,female
4257,George Nelson,American,1908,1986,male
2180,Harry Gitlin,American,1914,1986,male
6278,Josiah Wedgwood,British,1730,1795,male
3555,Stig Lindberg,Swedish,1916,1982,male
8008,Claudio Cesar,American,1955,2035,male
6018,Unknown Designer,Swedish,1778,1859,female
4041,Siegfried Moeller,German,1841,1890,male
3844,Leni Matthaei,German,1873,1981,female
423,Thelma Becherer,American,1916,2008,female
4521,Thomas Patti,American,1943,2042,male
5824,Walter Dorwin Teague,American,1883,1960,male
3289,"O. J. Kuker, Seattle, WA",American,1966,2002,female
2168,Roy Ginstrom,American,1921,1977,male
4543,John Pemberton,British,1948,1983,male
10179,"BMI, Germany",German,1923,1986,male
2691,Lilly E. Hoffman,American,1729,1763,female
4300,Roberto Niederer,Swiss,1936,2032,male
3573,Ludwig Littmann,German,1946,2018,male
10190,"The Dow Chemical Company, USA",American,1897,1993,non-binary
4232,Giuseppe Nason,Italian,1943,2028,male
4819,Stephan Rath,Austrian,1876,1960,male
4234,Ugo Nason,Italian,1700,1761,male
8010,Bob Evans,American,1950,2021,male
1051,Emilio Cerri,Italian,1944,1947,male
10201,"Grasoli-Werk Gebr. Grah, Solingen, Germany",German,1994,2073,non-binary
5666,Nanny Still,Finnish,1926,2009,female
8012,Gordon Randall Perry,American,1943,1965,male
7233,William de Vries,Dutch,1908,1969,male
7190,Allen John Bootroyd,British,1943,2010,male
8013,Figla Research Center,Japanese,1859,1942,non-binary
9578,"Lenox, Inc., Trenton, NJ",American,1889,1912,female
5676,Edward Durell Stone,American,1902,1978,male
880,Deirdre Burnett,British,1939,1999,female
3421,Michael Lax,American,1929,1999,male
8014,Joseph Forakis,American,1962,2038,male
5920,Trace And Warner,American,1784,1854,female
4352,Gunnel Nyman,Finnish,1909,1948,male
3583,"Compagnie de L'Esthetique Industrielle (CEI) - Raymond Loewy, Paris",Panamanian,1952,2048,female
2069,A. F. Gangkofner,German,1921,1975,male
4223,Harry Napper,British,1860,1930,male
8015,Eric Goetz,American,1949,1975,male
10234,"P. Rigatti, Empoli, Italy",Italian,1939,1980,female
3568,Vera Liskova,Czech,1924,1979,female
5736,Richard Sussmuth,German,1900,1974,male
7275,John Barnard,British,1946,2014,male
8016,Howatt Archery,Nationality unknown,1919,1940,male
6016,Unknown Designer,Italian,1879,1902,non-binary
5694,Gerda Stromberg,Swedish,1974,1960,female
3225,Claire Wagner Kosterlitz,American,1903,1997,female
2040,Simon Fussell,British,1945,1984,male
3989,"William H. Miller, Jr.",American,1824,1892,male
10247,"Vollrath Co., Sheboygan, WI",American,1874,1908,female
3841,Matsushita Electric Corp.,Japanese,1918,1989,non-binary
8020,Takeshi Ishiguro,Japanese,1969,2059,male
10253,Waltham Screw Co.,American,1891,1938,male
7153,Moshe Zabari,American,1935,2018,male
4029,"Mitsubishi Electric Corp., Japan",Japanese,1921,1954,female
10263,"Polar Ware Company, Sheboygan, WI",American,1896,1920,male
10265,"Arteluce S.A., Milan",Peruvian,1936,1988,male
5069,Erno Rubik,Hungarian,1944,2022,male
315,Alexander Bally,American,1938,1994,male
1535,Jane Dickerman,American,1922,1986,female
29877,"Atelier Martine, Paris, France",Venezuelan,1911,1930,female
4683,Jacqueline Poncelet,British,1947,1988,female
478,Ward Bennett,American,1917,2003,male
30,Sergio Asti,Italian,1926,1981,male
5438,Jerome Simon,American,1942,2005,male
1011,Casio Computer Co. Ltd.,Japanese,1957,2038,male
941,Antonia Campi,Italian,1921,2014,female
1058,Paul Chaleff,American,1947,2025,male
547,Fulvio Bianconi,Italian,1915,1996,male
4080,Ibi Trier Mørch,Danish,1910,1980,male
3761,Ludovico Mares,Italian,1930,2017,male
5796,Olli Aninbaum,Finnish,1930,2011,non-binary
8024,Lawrence Livermore National Laboratory,American,1952,2052,non-binary
5593,Carl-Harry Stålhane,Swedish,1920,1990,male
6547,Bronislaw Zapolski,American,1917,1995,male
1378,Peter Danko,American,1949,2020,male
7280,Tim Parsey,British,1960,2048,male
8026,Christopher Connell,Australian,1954,1987,male
10298,"Wenger, Switzerland",Swiss,1893,1991,male
10303,"St. Regis Paper Co., Panelyte Div., New York, NY",American,1751,1784,non-binary
2589,"J.A. Henckels, Solingen, Germany",Chilean,1731,1771,female
7281,Mark Sanders,British,1956,1996,male
10306,"Mazda Motor Corporation, California",American,1920,1986,male
6061,Vallauris,French,1899,1961,female
2496,Michio Hanyu,Japanese,1933,1976,male
7277,Alberto Meda,Italian,1945,2035,male
